,supply,return
2018-03-29T07:00:00Z,"69.944,","69.188,"
2018-03-29T07:30:00Z,"69.908,","69.14267,"
2018-03-29T08:00:00Z,"69.872,","69.1063,"
2018-03-29T08:30:00Z,"69.81085,","69.08,"
2018-03-29T09:00:00Z,"69.7408752,","68.99776,"
2018-03-29T09:30:00Z,"69.692,","68.936,"
2018-03-29T10:00:00Z,"69.6347,","68.9146957,"
2018-03-29T10:30:00Z,"69.64059,","68.87941,"
2018-03-29T11:00:00Z,"69.656,","68.936,"
2018-03-29T11:30:00Z,"69.67405,","68.936,"
2018-03-29T12:00:00Z,"69.67491,","68.95491,"
2018-03-29T12:30:00Z,"69.7073,","68.972,"
2018-03-29T13:00:00Z,"69.8138046,","69.08,"
2018-03-29T13:30:00Z,"69.9564743,","69.21295,"
2018-03-29T14:00:00Z,"70.0993,","69.3433,"
2018-03-29T14:30:00Z,"70.16,","69.4498,"
2018-03-29T15:00:00Z,"70.304,","69.584,"
2018-03-29T15:30:00Z,"70.4913,","69.7713,"
2018-03-29T16:00:00Z,"70.664,","69.9143,"
2018-03-29T16:30:00Z,"70.92087,","70.16974,"
2018-03-29T17:00:00Z,"71.24687,","70.4943161,"
2018-03-29T17:30:00Z,"71.49433,","70.77434,"
2018-03-29T18:00:00Z,"71.82218,","71.10219,"
2018-03-29T18:30:00Z,"72.14,","71.4226,"
2018-03-29T19:00:00Z,"72.30205,","71.5641,"
2018-03-29T19:30:00Z,"72.4815445,","71.76154,"
2018-03-29T20:00:00Z,"72.8152847,","72.10106,"
2018-03-29T20:30:00Z,"73.14561,","72.40705,"
2018-03-29T21:00:00Z,"73.3618,","72.6218,"
2018-03-29T21:30:00Z,"73.4,","72.6924744,"
2018-03-29T22:00:00Z,"73.472,","72.72746,"
2018-03-29T22:30:00Z,"73.436,","72.716,"
2018-03-29T23:00:00Z,"73.4,","72.69815,"
2018-03-29T23:30:00Z,"73.3454,","72.6281738,"
2018-03-30T00:00:00Z,"73.2302,","72.4571,"
2018-03-30T00:30:00Z,"73.05135,","72.2786255,"
2018-03-30T01:00:00Z,"72.8723755,","72.1357,"
2018-03-30T01:30:00Z,"72.716,","71.92731,"
2018-03-30T02:00:00Z,"72.56379,","71.8502,"
2018-03-30T02:30:00Z,"72.4797,","71.7437,"
2018-03-30T03:00:00Z,"72.3708038,","71.6,"
2018-03-30T03:30:00Z,"72.212,","71.4584351,"
2018-03-30T04:00:00Z,"71.996,","71.17175,"
2018-03-30T04:30:00Z,"71.61872,","70.769165,"
2018-03-30T05:00:00Z,"71.1504,","70.3584,"
2018-03-30T05:30:00Z,"70.72677,","69.9550552,"
2018-03-30T06:00:00Z,"70.3158646,","69.53654,"
2018-03-30T06:30:00Z,"69.8791962,","69.1159,"
2018-03-30T07:00:00Z,"69.45562,","68.64891,"
2018-03-30T07:30:00Z,"69.0481949,","68.25349,"
2018-03-30T08:00:00Z,"68.61869,","67.8444,"
2018-03-30T08:30:00Z,"68.26325,","67.520195,"
2018-03-30T09:00:00Z,"67.9423,","67.1837,"
2018-03-30T09:30:00Z,"67.68076,","66.92,"
2018-03-30T10:00:00Z,"67.39429,","66.6401,"
2018-03-30T10:30:00Z,"67.136,","66.3763962,"
2018-03-30T11:00:00Z,"66.9476852,","66.3369,"
2018-03-30T11:30:00Z,"109.479416,","92.29258,"
2018-03-30T12:00:00Z,"136.515274,","112.978714,"
2018-03-30T12:30:00Z,"97.36145,","95.6405945,"
2018-03-30T13:00:00Z,"84.78459,","83.5771561,"
2018-03-30T13:30:00Z,"82.7669,","80.5206,"
2018-03-30T14:00:00Z,"81.824,","80.65083,"
2018-03-30T14:30:00Z,"96.36135,","83.27099,"
2018-03-30T15:00:00Z,"83.3575439,","80.47754,"
2018-03-30T15:30:00Z,"81.43854,","80.59302,"
2018-03-30T16:00:00Z,"95.08094,","82.95432,"
2018-03-30T16:30:00Z,"83.33597,","80.66872,"
2018-03-30T17:00:00Z,"81.6824,","80.37697,"
2018-03-30T17:30:00Z,"91.64563,","82.77679,"
2018-03-30T18:00:00Z,"84.8766,","81.08237,"
2018-03-30T18:30:00Z,"110.249557,","106.807945,"
2018-03-30T19:00:00Z,"90.869545,","89.4937439,"
2018-03-30T19:30:00Z,"81.834465,","80.7367554,"
2018-03-30T20:00:00Z,"93.63272,","82.98299,"
2018-03-30T20:30:00Z,"83.45109,","80.93837,"
2018-03-30T21:00:00Z,"81.795166,","80.75133,"
2018-03-30T21:30:00Z,"109.249847,","107.131966,"
2018-03-30T22:00:00Z,"90.83839,","89.50099,"
2018-03-30T22:30:00Z,"109.25779,","107.563446,"
2018-03-30T23:00:00Z,"91.23438,","89.9658051,"
2018-03-30T23:30:00Z,"82.33999,","81.22399,"
2018-03-31T00:00:00Z,"107.991936,","106.994911,"
2018-03-31T00:30:00Z,"90.52874,","89.2198,"
2018-03-31T01:00:00Z,"81.7538452,","80.60087,"
2018-03-31T01:30:00Z,"76.48877,","75.48863,"
2018-03-31T02:00:00Z,"73.08094,","72.13176,"
2018-03-31T02:30:00Z,"70.782196,","69.8887939,"
2018-03-31T03:00:00Z,"69.15141,","68.31865,"
2018-03-31T03:30:00Z,"67.98602,","67.1513748,"
2018-03-31T04:00:00Z,"67.06805,","66.2770157,"
2018-03-31T04:30:00Z,"66.33021,","65.56375,"
2018-03-31T05:00:00Z,"65.74133,","64.97029,"
2018-03-31T05:30:00Z,"65.22231,","64.4506,"
2018-03-31T06:00:00Z,"64.79133,","63.98919,"
2018-03-31T06:30:00Z,"66.93339,","65.60971,"
2018-03-31T07:00:00Z,"68.55846,","66.4262543,"
2018-03-31T07:30:00Z,"67.71006,","66.05649,"
2018-03-31T08:00:00Z,"68.0639954,","66.3232,"
2018-03-31T08:30:00Z,"67.51352,","66.14613,"
2018-03-31T09:00:00Z,"68.3427658,","66.6123047,"
2018-03-31T09:30:00Z,"68.55323,","65.74761,"
2018-03-31T10:00:00Z,"67.46403,","65.8453445,"
2018-03-31T10:30:00Z,"67.7305756,","66.1937561,"
2018-03-31T11:00:00Z,"68.11931,","66.3482,"
2018-03-31T11:30:00Z,"68.68341,","66.03378,"
2018-03-31T12:00:00Z,"67.53921,","65.56424,"
2018-03-31T12:30:00Z,"106.900345,","99.1183548,"
2018-03-31T13:00:00Z,"123.431763,","88.592865,"
2018-03-31T13:30:00Z,"98.5423355,","96.7783356,"
2018-03-31T14:00:00Z,"99.98252,","86.81363,"
2018-03-31T14:30:00Z,"89.4348,","89.6068954,"
2018-03-31T15:00:00Z,"80.42987,","79.3795242,"
2018-03-31T15:30:00Z,"75.616394,","74.71327,"
2018-03-31T16:00:00Z,"72.9562149,","72.074295,"
2018-03-31T16:30:00Z,"71.4566,","70.57206,"
2018-03-31T17:00:00Z,"70.59931,","69.8367538,"
2018-03-31T17:30:00Z,"70.17126,","69.3897,"
2018-03-31T18:00:00Z,"69.98,","69.2007,"
2018-03-31T18:30:00Z,"69.98,","69.1966,"
2018-03-31T19:00:00Z,"70.052,","69.2993,"
2018-03-31T19:30:00Z,"70.1881943,","69.47782,"
2018-03-31T20:00:00Z,"70.47518,","69.7643051,"
2018-03-31T20:30:00Z,"70.75233,","70.016,"
2018-03-31T21:00:00Z,"71.0128,","70.3028,"
2018-03-31T21:30:00Z,"71.312,","70.5533,"
2018-03-31T22:00:00Z,"71.3257,","70.592,"
2018-03-31T22:30:00Z,"71.1464,","70.3817,"
2018-03-31T23:00:00Z,"70.9256,","70.124,"
2018-03-31T23:30:00Z,"70.592,","69.90029,"
2018-04-01T00:00:00Z,"70.33888,","69.6116,"
2018-04-01T00:30:00Z,"70.0894,","69.332,"
2018-04-01T01:00:00Z,"69.8562,","69.116,"
2018-04-01T01:30:00Z,"69.62,","68.90071,"
2018-04-01T02:00:00Z,"69.512,","68.75377,"
2018-04-01T02:30:00Z,"69.30989,","68.5797,"
2018-04-01T03:00:00Z,"69.09541,","68.3647,"
2018-04-01T03:30:00Z,"68.84392,","68.0777,"
2018-04-01T04:00:00Z,"68.5781555,","67.822876,"
2018-04-01T04:30:00Z,"68.39945,","67.676,"
2018-04-01T05:00:00Z,"68.1827,","67.4267044,"
2018-04-01T05:30:00Z,"67.96819,","67.2482,"
2018-04-01T06:00:00Z,"67.82,","67.06978,"
2018-04-01T06:30:00Z,"67.676,","66.92712,"
2018-04-01T07:00:00Z,"67.50432,","66.78432,"
2018-04-01T07:30:00Z,"67.36183,","66.64184,"
2018-04-01T08:00:00Z,"67.21885,","66.4737,"
2018-04-01T08:30:00Z,"67.0646,","66.344,"
2018-04-01T09:00:00Z,"66.92,","66.17738,"
2018-04-01T09:30:00Z,"66.7677841,","65.9978943,"
2018-04-01T10:00:00Z,"66.4210739,","65.6308,"
2018-04-01T10:30:00Z,"65.9555359,","65.199646,"
2018-04-01T11:00:00Z,"65.52249,","64.77659,"
2018-04-01T11:30:00Z,"65.16741,","64.370285,"
2018-04-01T12:00:00Z,"64.80681,","64.19849,"
2018-04-01T12:30:00Z,"77.85342,","79.1817551,"
2018-04-01T13:00:00Z,"82.91104,","79.9590454,"
2018-04-01T13:30:00Z,"81.21205,","80.55683,"
2018-04-01T14:00:00Z,"90.1791,","81.52858,"
2018-04-01T14:30:00Z,"81.61505,","79.56322,"
2018-04-01T15:00:00Z,"80.83827,","82.16266,"
2018-04-01T15:30:00Z,"76.4526749,","75.45901,"
2018-04-01T16:00:00Z,"73.1475143,","72.259346,"
2018-04-01T16:30:00Z,"71.23367,","70.4393539,"
2018-04-01T17:00:00Z,"70.22453,","69.3970947,"
2018-04-01T17:30:00Z,"69.6022,","68.9032,"
2018-04-01T18:00:00Z,"69.3152,","68.51251,"
2018-04-01T18:30:00Z,"69.152,","68.4022,"
2018-04-01T19:00:00Z,"69.188,","68.4593048,"
2018-04-01T19:30:00Z,"69.3226,","68.6021652,"
2018-04-01T20:00:00Z,"69.547905,","68.81766,"
2018-04-01T20:30:00Z,"69.8247,","69.05729,"
2018-04-01T21:00:00Z,"70.0006,","69.3196259,"
2018-04-01T21:30:00Z,"70.2408,","69.512,"
2018-04-01T22:00:00Z,"70.3834839,","69.62,"
2018-04-01T22:30:00Z,"70.29753,","69.56419,"
2018-04-01T23:00:00Z,"70.0361,","69.31344,"
2018-04-01T23:30:00Z,"69.68328,","68.9374,"
2018-04-02T00:00:00Z,"69.26509,","68.4777,"
2018-04-02T00:30:00Z,"68.76096,","68.01877,"
2018-04-02T01:00:00Z,"68.344696,","67.60688,"
2018-04-02T01:30:00Z,"68,","67.244,"
2018-04-02T02:00:00Z,"67.6924,","66.9577,"
2018-04-02T02:30:00Z,"67.3867,","66.67329,"
2018-04-02T03:00:00Z,"67.13507,","66.3367,"
2018-04-02T03:30:00Z,"66.6896,","65.9305954,"
2018-04-02T04:00:00Z,"66.27671,","65.4534149,"
2018-04-02T04:30:00Z,"65.77139,","64.9903259,"
2018-04-02T05:00:00Z,"65.3,","64.56925,"
2018-04-02T05:30:00Z,"64.89,","64.1408,"
2018-04-02T06:00:00Z,"64.5514,","63.7586,"
2018-04-02T06:30:00Z,"66.84081,","65.7177,"
2018-04-02T07:00:00Z,"67.49239,","66.258194,"
2018-04-02T07:30:00Z,"110.610031,","97.98066,"
2018-04-02T08:00:00Z,"89.89879,","88.35438,"
2018-04-02T08:30:00Z,"79.24257,","78.1124,"
2018-04-02T09:00:00Z,"73.2955856,","72.2871857,"
2018-04-02T09:30:00Z,"104.345428,","100.997429,"
2018-04-02T10:00:00Z,"86.13667,","84.76867,"
2018-04-02T10:30:00Z,"77.4008,","76.28476,"
2018-04-02T11:00:00Z,"72.2669754,","71.15327,"
2018-04-02T11:30:00Z,"122.024712,","104.05761,"
2018-04-02T12:00:00Z,"136.1336,","118.817612,"
2018-04-02T12:30:00Z,"146.156464,","127.177589,"
2018-04-02T13:00:00Z,"130.31514,","119.737419,"
2018-04-02T13:30:00Z,"102.293556,","100.637505,"
2018-04-02T14:00:00Z,"88.22475,","86.92869,"
2018-04-02T14:30:00Z,"81.17406,","79.4545,"
2018-04-02T15:00:00Z,"89.8903046,","82.96948,"
2018-04-02T15:30:00Z,"90.1160355,","82.0326462,"
2018-04-02T16:00:00Z,"82.94712,","80.8807449,"
2018-04-02T16:30:00Z,"82.20741,","81.45699,"
2018-04-02T17:00:00Z,"91.26406,","83.18117,"
2018-04-02T17:30:00Z,"88.49059,","81.57557,"
2018-04-02T18:00:00Z,"82.5007553,","80.84378,"
2018-04-02T18:30:00Z,"82.40727,","82.60891,"
2018-04-02T19:00:00Z,"82.8608856,","82.21274,"
2018-04-02T19:30:00Z,"77.176384,","76.20367,"
2018-04-02T20:00:00Z,"74.13435,","73.23583,"
2018-04-02T20:30:00Z,"72.2460861,","71.4459152,"
2018-04-02T21:00:00Z,"71.09825,","70.2476654,"
2018-04-02T21:30:00Z,"108.11116,","91.64499,"
2018-04-02T22:00:00Z,"95.1583,","93.72788,"
2018-04-02T22:30:00Z,"84.72559,","83.60237,"
2018-04-02T23:00:00Z,"78.97261,","78.0362244,"
2018-04-02T23:30:00Z,"75.42489,","74.53971,"
2018-04-03T00:00:00Z,"104.211235,","104.127586,"
2018-04-03T00:30:00Z,"89.17516,","87.90075,"
2018-04-03T01:00:00Z,"81.02477,","79.9663849,"
2018-04-03T01:30:00Z,"76.24612,","75.2756,"
2018-04-03T02:00:00Z,"73.15797,","72.22039,"
2018-04-03T02:30:00Z,"70.9954758,","70.13903,"
2018-04-03T03:00:00Z,"69.48619,","68.6491,"
2018-04-03T03:30:00Z,"68.3569641,","67.51502,"
2018-04-03T04:00:00Z,"67.48161,","66.704,"
2018-04-03T04:30:00Z,"66.8406754,","66.00823,"
2018-04-03T05:00:00Z,"66.32414,","65.55153,"
2018-04-03T05:30:00Z,"65.9252853,","65.16045,"
2018-04-03T06:00:00Z,"65.624,","64.83524,"
2018-04-03T06:30:00Z,"65.3546,","64.58426,"
2018-04-03T07:00:00Z,"65.13896,","64.3384,"
2018-04-03T07:30:00Z,"64.92709,","64.12356,"
2018-04-03T08:00:00Z,"64.76,","64.0112,"
2018-04-03T08:30:00Z,"65.91178,","63.8803825,"
2018-04-03T09:00:00Z,"121.855507,","66.85789,"
2018-04-03T09:30:00Z,"94.2943039,","92.6383,"
2018-04-03T10:00:00Z,"81.99316,","80.73471,"
2018-04-03T10:30:00Z,"75.3950958,","74.35118,"
2018-04-03T11:00:00Z,"71.47039,","70.46231,"
2018-04-03T11:30:00Z,"116.679276,","99.73764,"
2018-04-03T12:00:00Z,"118.176117,","116.684578,"
2018-04-03T12:30:00Z,"131.427216,","114.857643,"
2018-04-03T13:00:00Z,"108.363182,","105.947563,"
2018-04-03T13:30:00Z,"90.22783,","88.8670349,"
2018-04-03T14:00:00Z,"81.6565857,","80.53846,"
2018-04-03T14:30:00Z,"76.9136,","75.977066,"
2018-04-03T15:00:00Z,"73.92148,","73.0086441,"
2018-04-03T15:30:00Z,"71.99925,","71.11534,"
2018-04-03T16:00:00Z,"70.7054,","69.92959,"
2018-04-03T16:30:00Z,"69.9356,","69.1513,"
2018-04-03T17:00:00Z,"69.53589,","68.7464,"
2018-04-03T17:30:00Z,"114.903664,","98.57131,"
2018-04-03T18:00:00Z,"86.87835,","85.6126,"
2018-04-03T18:30:00Z,"79.68043,","78.68608,"
2018-04-03T19:00:00Z,"75.82723,","74.89979,"
2018-04-03T19:30:00Z,"73.52816,","72.73245,"
2018-04-03T20:00:00Z,"72.10091,","71.32739,"
2018-04-03T20:30:00Z,"71.36362,","70.5624,"
2018-04-03T21:00:00Z,"70.9604,","70.2357,"
2018-04-03T21:30:00Z,"70.808,","70.052,"
2018-04-03T22:00:00Z,"70.6706161,","69.908,"
2018-04-03T22:30:00Z,"70.5763855,","69.8073044,"
2018-04-03T23:00:00Z,"70.484,","69.692,"
2018-04-03T23:30:00Z,"70.376,","69.62,"
2018-04-04T00:00:00Z,"70.24234,","69.512,"
2018-04-04T00:30:00Z,"70.135704,","69.3797,"
2018-04-04T01:00:00Z,"69.8847,","69.1413956,"
2018-04-04T01:30:00Z,"69.57578,","68.87789,"
2018-04-04T02:00:00Z,"69.404,","68.6413956,"
2018-04-04T02:30:00Z,"69.23942,","68.468,"
2018-04-04T03:00:00Z,"69.1327,","68.3767,"
2018-04-04T03:30:00Z,"69.0079,","68.26995,"
2018-04-04T04:00:00Z,"68.90466,","68.14867,"
2018-04-04T04:30:00Z,"68.83011,","68.0741043,"
2018-04-04T05:00:00Z,"68.72548,","68,"
2018-04-04T05:30:00Z,"68.6807556,","67.89524,"
2018-04-04T06:00:00Z,"68.612,","67.892,"
2018-04-04T06:30:00Z,"68.576,","67.82612,"
2018-04-04T07:00:00Z,"68.54,","67.784,"
2018-04-04T07:30:00Z,"68.576,","67.82,"
2018-04-04T08:00:00Z,"68.6018,","67.8716049,"
2018-04-04T08:30:00Z,"68.612,","67.892,"
2018-04-04T09:00:00Z,"68.648,","67.9148,"
2018-04-04T09:30:00Z,"68.7053,","67.9493,"
2018-04-04T10:00:00Z,"68.6647,","67.9447,"
2018-04-04T10:30:00Z,"68.4694,","67.7134,"
2018-04-04T11:00:00Z,"68.1906052,","67.49466,"
2018-04-04T11:30:00Z,"68.1237,","67.3669052,"
2018-04-04T12:00:00Z,"94.0783539,","92.4943542,"
2018-04-04T12:30:00Z,"120.625015,","104.942986,"
2018-04-04T13:00:00Z,"92.4583,","90.88872,"
2018-04-04T13:30:00Z,"106.318359,","104.410355,"
2018-04-04T14:00:00Z,"122.720177,","112.1331,"
2018-04-04T14:30:00Z,"98.63949,","97.0446548,"
2018-04-04T15:00:00Z,"86.20907,","85.0063858,"
2018-04-04T15:30:00Z,"81.18312,","78.228775,"
2018-04-04T16:00:00Z,"90.58056,","82.95438,"
2018-04-04T16:30:00Z,"86.40982,","81.36309,"
2018-04-04T17:00:00Z,"81.6367,","80.08306,"
2018-04-04T17:30:00Z,"87.00322,","82.92569,"
2018-04-04T18:00:00Z,"86.41615,","81.21897,"
2018-04-04T18:30:00Z,"81.43507,","80.07245,"
2018-04-04T19:00:00Z,"89.04582,","83.00785,"
2018-04-04T19:30:00Z,"84.73256,","81.13273,"
2018-04-04T20:00:00Z,"81.73753,","80.26715,"
2018-04-04T20:30:00Z,"84.87713,","82.32084,"
2018-04-04T21:00:00Z,"90.9657,","81.79503,"
2018-04-04T21:30:00Z,"111.36544,","107.909164,"
2018-04-04T22:00:00Z,"120.870071,","108.565041,"
2018-04-04T22:30:00Z,"99.97156,","98.26875,"
2018-04-04T23:00:00Z,"94.2007,","92.84705,"
2018-04-04T23:30:00Z,"109.757851,","109.425934,"
2018-04-05T00:00:00Z,"115.441895,","114.807655,"
2018-04-05T00:30:00Z,"95.4823456,","93.9270248,"
2018-04-05T01:00:00Z,"83.75716,","82.54486,"
2018-04-05T01:30:00Z,"76.9971,","75.93886,"
2018-04-05T02:00:00Z,"72.61158,","71.6820755,"
2018-04-05T02:30:00Z,"69.67104,","68.76414,"
2018-04-05T03:00:00Z,"67.63519,","66.7273941,"
2018-04-05T03:30:00Z,"66.19135,","65.35371,"
2018-04-05T04:00:00Z,"65.15975,","64.33176,"
2018-04-05T04:30:00Z,"64.3416,","63.457,"
2018-04-05T05:00:00Z,"64.10477,","62.90284,"
2018-04-05T05:30:00Z,"103.673607,","103.262733,"
2018-04-05T06:00:00Z,"86.7703857,","85.30876,"
2018-04-05T06:30:00Z,"77.08879,","75.93437,"
2018-04-05T07:00:00Z,"71.5045853,","70.4803848,"
2018-04-05T07:30:00Z,"99.38724,","99.41777,"
2018-04-05T08:00:00Z,"135.542709,","83.559166,"
2018-04-05T08:30:00Z,"98.68629,","96.8862839,"
2018-04-05T09:00:00Z,"83.9278259,","82.59437,"
2018-04-05T09:30:00Z,"75.60391,","74.52589,"
2018-04-05T10:00:00Z,"70.59557,","69.59833,"
2018-04-05T10:30:00Z,"121.544327,","66.44454,"
2018-04-05T11:00:00Z,"145.643936,","87.9834,"
2018-04-05T11:30:00Z,"139.629227,","120.246826,"
2018-04-05T12:00:00Z,"147.869629,","124.966377,"
2018-04-05T12:30:00Z,"140.813675,","118.827454,"
2018-04-05T13:00:00Z,"137.139221,","121.177376,"
2018-04-05T13:30:00Z,"124.462296,","123.515617,"
2018-04-05T14:00:00Z,"133.233429,","117.104248,"
2018-04-05T14:30:00Z,"98.95263,","97.39031,"
2018-04-05T15:00:00Z,"86.25919,","85.03697,"
2018-04-05T15:30:00Z,"82.06869,","79.82722,"
2018-04-05T16:00:00Z,"81.622406,","81.91046,"
2018-04-05T16:30:00Z,"78.24427,","77.2359161,"
2018-04-05T17:00:00Z,"74.48822,","73.5740662,"
2018-04-05T17:30:00Z,"81.16158,","79.7639,"
2018-04-05T18:00:00Z,"76.04644,","75.08736,"
2018-04-05T18:30:00Z,"73.29914,","72.42328,"
2018-04-05T19:00:00Z,"71.6863251,","70.8836,"
2018-04-05T19:30:00Z,"70.7289047,","69.9073,"
2018-04-05T20:00:00Z,"70.124,","69.34335,"
2018-04-05T20:30:00Z,"69.7214,","68.9842,"
2018-04-05T21:00:00Z,"69.49637,","68.72,"
2018-04-05T21:30:00Z,"69.296,","68.5256958,"
2018-04-05T22:00:00Z,"69.08,","68.324,"
2018-04-05T22:30:00Z,"115.7216,","98.83761,"
2018-04-05T23:00:00Z,"89.75839,","88.43179,"
2018-04-05T23:30:00Z,"104.878365,","103.114342,"
2018-04-06T00:00:00Z,"89.73316,","88.44554,"
2018-04-06T00:30:00Z,"81.50099,","80.41277,"
2018-04-06T01:00:00Z,"76.57807,","75.65883,"
2018-04-06T01:30:00Z,"73.40286,","72.50286,"
2018-04-06T02:00:00Z,"71.2446,","70.3762741,"
2018-04-06T02:30:00Z,"69.680954,","68.86483,"
2018-04-06T03:00:00Z,"68.5895538,","67.75117,"
2018-04-06T03:30:00Z,"67.7266,","66.9205,"
2018-04-06T04:00:00Z,"67.03145,","66.272,"
2018-04-06T04:30:00Z,"66.59002,","65.81779,"
2018-04-06T05:00:00Z,"66.2,","65.40161,"
2018-04-06T05:30:00Z,"65.88015,","65.11412,"
2018-04-06T06:00:00Z,"65.6744,","64.85725,"
2018-04-06T06:30:00Z,"65.4237,","64.616,"
2018-04-06T07:00:00Z,"65.262886,","64.46632,"
2018-04-06T07:30:00Z,"65.0307,","64.256,"
2018-04-06T08:00:00Z,"64.9073944,","64.112,"
2018-04-06T08:30:00Z,"64.7807,","64.0037,"
2018-04-06T09:00:00Z,"64.5655,","63.7886963,"
2018-04-06T09:30:00Z,"68.2995148,","66.145195,"
2018-04-06T10:00:00Z,"95.4246,","93.94859,"
2018-04-06T10:30:00Z,"82.5365753,","81.29471,"
2018-04-06T11:00:00Z,"131.233383,","72.09605,"
2018-04-06T11:30:00Z,"128.049973,","109.956367,"
2018-04-06T12:00:00Z,"140.502228,","122.481689,"
2018-04-06T12:30:00Z,"141.425659,","126.867027,"
2018-04-06T13:00:00Z,"115.24633,","113.410332,"
2018-04-06T13:30:00Z,"96.18061,","94.7497253,"
2018-04-06T14:00:00Z,"85.59658,","84.4437943,"
2018-04-06T14:30:00Z,"79.51737,","78.55189,"
2018-04-06T15:00:00Z,"75.76429,","74.86487,"
2018-04-06T15:30:00Z,"73.37004,","72.49705,"
2018-04-06T16:00:00Z,"71.83802,","71.03531,"
2018-04-06T16:30:00Z,"70.99583,","70.20056,"
2018-04-06T17:00:00Z,"70.5554,","69.781395,"
2018-04-06T17:30:00Z,"70.376,","69.6662,"
2018-04-06T18:00:00Z,"70.35998,","69.62,"
2018-04-06T18:30:00Z,"70.535,","69.7756042,"
2018-04-06T19:00:00Z,"70.7626,","70.0612259,"
2018-04-06T19:30:00Z,"71.06,","70.3261642,"
2018-04-06T20:00:00Z,"71.204,","70.448,"
2018-04-06T20:30:00Z,"71.14985,","70.43208,"
2018-04-06T21:00:00Z,"71.1242,","70.3927,"
2018-04-06T21:30:00Z,"70.952,","70.16,"
2018-04-06T22:00:00Z,"70.68823,","69.87291,"
2018-04-06T22:30:00Z,"70.34193,","69.58592,"
2018-04-06T23:00:00Z,"108.428253,","98.16825,"
2018-04-06T23:30:00Z,"92.8183,","91.39273,"
2018-04-07T00:00:00Z,"83.31435,","82.17669,"
2018-04-07T00:30:00Z,"77.88768,","76.92079,"
2018-04-07T01:00:00Z,"74.3476944,","73.39567,"
2018-04-07T01:30:00Z,"71.84891,","70.96914,"
2018-04-07T02:00:00Z,"70.00772,","69.13597,"
2018-04-07T02:30:00Z,"68.60137,","67.701,"
2018-04-07T03:00:00Z,"67.49193,","66.6695251,"
2018-04-07T03:30:00Z,"66.6705,","65.82235,"
2018-04-07T04:00:00Z,"65.984,","65.15827,"
2018-04-07T04:30:00Z,"65.38504,","64.57751,"
2018-04-07T05:00:00Z,"64.80431,","63.9938545,"
2018-04-07T05:30:00Z,"64.1692,","63.4033546,"
2018-04-07T06:00:00Z,"63.644,","62.86782,"
2018-04-07T06:30:00Z,"70.6842346,","64.9326553,"
2018-04-07T07:00:00Z,"67.8982849,","66.32839,"
2018-04-07T07:30:00Z,"68.3933,","66.27598,"
2018-04-07T08:00:00Z,",",","
2018-04-07T08:30:00Z,"100.061066,","99.69441,"
2018-04-07T09:00:00Z,"83.86858,","82.50072,"
2018-04-07T09:30:00Z,"75.216774,","74.1073761,"
2018-04-07T10:00:00Z,"70.13992,","69.16638,"
2018-04-07T10:30:00Z,"66.98587,","66.07721,"
2018-04-07T11:00:00Z,"67.35207,","67.09709,"
2018-04-07T11:30:00Z,"68.54716,","66.04678,"
2018-04-07T12:00:00Z,"69.02965,","65.9175644,"
2018-04-07T12:30:00Z,"108.66095,","100.33696,"
2018-04-07T13:00:00Z,"116.009644,","116.230431,"
2018-04-07T13:30:00Z,"92.08748,","90.4423141,"
2018-04-07T14:00:00Z,"100.495262,","87.5050354,"
2018-04-07T14:30:00Z,"100.666718,","88.4913559,"
2018-04-07T15:00:00Z,"88.75312,","82.66635,"
2018-04-07T15:30:00Z,"88.369,","89.33538,"
2018-04-07T16:00:00Z,"79.96635,","78.85487,"
2018-04-07T16:30:00Z,"74.88318,","73.93567,"
2018-04-07T17:00:00Z,"71.9455948,","71.03832,"
2018-04-07T17:30:00Z,"70.10572,","69.2516556,"
2018-04-07T18:00:00Z,"68.96112,","68.10239,"
2018-04-07T18:30:00Z,"68.1494,","67.36001,"
2018-04-07T19:00:00Z,"67.68388,","66.88745,"
2018-04-07T19:30:00Z,"67.36102,","66.632,"
2018-04-07T20:00:00Z,"67.208,","66.488,"
2018-04-07T20:30:00Z,"67.2322,","66.51822,"
2018-04-07T21:00:00Z,"67.25546,","66.524,"
2018-04-07T21:30:00Z,"67.3618,","66.6397,"
2018-04-07T22:00:00Z,"67.46,","66.74,"
2018-04-07T22:30:00Z,"67.5956955,","66.812,"
2018-04-07T23:00:00Z,"67.56059,","66.8361359,"
2018-04-07T23:30:00Z,"67.3381653,","66.5621,"
2018-04-08T00:00:00Z,"66.89624,","66.11497,"
2018-04-08T00:30:00Z,"66.2666,","65.5165939,"
2018-04-08T01:00:00Z,"65.7092,","64.90907,"
2018-04-08T01:30:00Z,"65.10063,","64.34362,"
2018-04-08T02:00:00Z,"64.6182251,","63.81102,"
2018-04-08T02:30:00Z,"64.5708542,","63.49166,"
2018-04-08T03:00:00Z,"67.84446,","66.38334,"
2018-04-08T03:30:00Z,"68.93767,","66.18285,"
2018-04-08T04:00:00Z,"67.352,","65.81842,"
2018-04-08T04:30:00Z,"67.52983,","66.25516,"
2018-04-08T05:00:00Z,"68.0411758,","66.63439,"
2018-04-08T05:30:00Z,"119.905746,","66.117,"
2018-04-08T06:00:00Z,"103.851151,","92.13431,"
2018-04-08T06:30:00Z,"106.11673,","103.978363,"
2018-04-08T07:00:00Z,"127.90226,","110.933609,"
